date,time,decision_type,decision_quality,confidence,energy
2022-09-27,13:01,Analytical,5.13,5.6,6.7
2022-09-28,08:14,Analytical,3.5,3.91,1.0
2022-09-28,16:14,Social,1.0,3.94,5.17
2022-09-28,07:14,Social,4.78,6.18,4.2
2022-09-28,11:14,Social,1.68,1.65,1.0
2022-09-29,11:44,Social,4.11,5.32,4.09
2022-09-29,08:44,Creative,4.7,5.56,3.47
2022-09-29,08:44,Social,3.41,2.39,3.65
2022-09-29,19:44,Creative,2.16,1.26,8.13
2022-09-29,09:44,Social,2.71,2.84,4.28
2022-09-29,13:44,Creative,5.86,7.17,7.02
2022-09-30,09:17,Emotional,4.34,4.11,3.02
2022-09-30,11:17,Emotional,6.8,6.04,6.73
2022-09-30,08:17,Social,5.47,4.92,7.48
2022-09-30,22:17,Social,5.03,6.76,4.46
2022-10-01,16:51,Analytical,1.89,1.38,6.02
2022-10-01,15:51,Creative,3.41,3.01,1.78
2022-10-01,08:51,Emotional,4.02,6.0,6.53
2022-10-01,14:51,Social,4.23,4.8,6.39
2022-10-02,17:35,Creative,10.0,10.0,9.37
2022-10-02,09:35,Social,8.4,8.15,10.0
2022-10-02,15:35,Emotional,9.11,9.43,10.0
2022-10-02,10:35,Social,10.0,10.0,10.0
2022-10-02,00:35,Analytical,8.13,7.78,10.0
2022-10-03,08:45,Social,1.53,2.92,6.46
2022-10-03,18:45,Emotional,4.86,6.22,4.92
2022-10-03,19:45,Analytical,5.65,5.54,5.81
2022-10-03,08:45,Emotional,3.13,4.79,5.43
2022-10-03,13:45,Social,5.33,3.46,8.54
2022-10-04,07:09,Analytical,8.22,8.31,5.92
2022-10-04,20:09,Social,6.74,9.03,2.84
2022-10-04,13:09,Analytical,7.81,6.9,6.33
2022-10-04,11:09,Social,5.77,5.34,6.35
2022-10-04,10:09,Social,4.44,5.47,2.78
2022-10-05,11:56,Emotional,1.58,1.26,1.0
2022-10-05,14:56,Social,1.08,1.0,2.7
2022-10-05,19:56,Emotional,1.0,1.46,1.0
2022-10-06,17:07,Social,5.26,5.56,5.4
2022-10-06,11:07,Emotional,5.85,4.34,8.21
2022-10-06,09:07,Social,8.59,10.0,7.13
2022-10-06,20:07,Creative,7.12,5.34,9.96
2022-10-06,10:07,Emotional,7.1,6.62,9.42
2022-10-07,06:18,Emotional,4.46,4.0,6.45
2022-10-07,12:18,Analytical,3.75,4.77,3.39
2022-10-07,12:18,Emotional,3.27,2.36,7.02
2022-10-07,07:18,Creative,3.92,2.57,4.29
2022-10-07,18:18,Social,4.79,3.61,3.2
2022-10-07,16:18,Analytical,8.51,7.65,4.85
2022-10-08,11:10,Social,1.6,1.18,5.17
2022-10-08,13:10,Analytical,4.08,3.77,1.46
2022-10-08,18:10,Social,4.07,3.97,7.39
2022-10-08,20:10,Creative,1.0,1.2,7.77
2022-10-09,20:15,Social,6.24,6.02,8.16
2022-10-09,12:15,Analytical,6.43,6.12,6.89
2022-10-09,11:15,Analytical,6.33,7.56,8.49
2022-10-09,12:15,Creative,7.15,7.96,7.04
2022-10-09,19:15,Analytical,6.11,5.51,7.57
2022-10-10,06:13,Emotional,5.27,4.77,6.4
2022-10-10,18:13,Analytical,10.0,7.23,7.07
2022-10-10,18:13,Social,9.45,9.57,8.94
2022-10-10,14:13,Emotional,7.01,6.34,2.95
2022-10-11,08:03,Social,3.12,2.34,2.6
2022-10-11,13:03,Creative,2.06,3.81,9.01
2022-10-11,11:03,Creative,3.14,2.67,1.85
2022-10-11,14:03,Analytical,4.01,5.8,3.71
2022-10-11,14:03,Creative,1.0,1.67,6.17
2022-10-11,19:03,Creative,1.0,1.18,5.1
2022-10-12,12:38,Creative,3.65,2.86,7.07
2022-10-12,15:38,Creative,3.15,1.67,1.0
2022-10-12,16:38,Analytical,6.15,6.76,5.22
2022-10-12,13:38,Social,3.1,2.57,2.89
2022-10-12,10:38,Emotional,3.11,1.0,3.57
2022-10-12,15:38,Creative,3.29,3.9,4.96
2022-10-13,07:52,Creative,6.74,8.09,8.26
2022-10-13,09:52,Analytical,6.75,6.76,4.18
2022-10-13,19:52,Social,6.66,8.34,6.82
2022-10-13,16:52,Creative,8.42,6.9,3.83
2022-10-13,14:52,Emotional,6.83,7.09,8.77
2022-10-13,20:52,Social,5.52,4.65,5.71
2022-10-14,20:18,Analytical,1.0,1.0,5.11
2022-10-14,16:18,Analytical,2.74,3.1,1.0
2022-10-14,15:18,Emotional,1.0,1.0,5.52
2022-10-15,19:15,Social,1.3,1.0,3.79
2022-10-15,15:15,Emotional,1.21,2.69,2.26
2022-10-15,09:15,Creative,1.0,1.0,3.67
2022-10-15,09:15,Analytical,1.83,1.0,6.11
2022-10-15,09:15,Emotional,3.17,3.14,6.46
2022-10-16,17:35,Social,3.32,2.49,2.0
2022-10-16,16:35,Analytical,4.05,4.45,4.42
2022-10-16,21:35,Creative,1.05,1.66,2.57
2022-10-16,16:35,Social,2.17,3.62,2.76
2022-10-17,15:48,Emotional,1.0,1.0,6.49
2022-10-17,08:48,Analytical,2.78,2.65,3.48
2022-10-17,05:48,Creative,2.63,1.78,5.11
2022-10-17,15:48,Emotional,1.0,1.0,3.23
2022-10-17,16:48,Emotional,1.33,1.29,4.97
2022-10-18,18:25,Creative,1.0,1.0,2.95
2022-10-18,22:25,Analytical,4.56,3.48,4.06
2022-10-18,13:25,Creative,4.05,2.74,4.52
2022-10-18,13:25,Analytical,1.1,1.0,2.12
2022-10-19,14:54,Creative,1.0,3.72,4.59
2022-10-19,22:54,Analytical,2.69,3.19,1.0
2022-10-19,10:54,Emotional,1.13,2.21,1.19
2022-10-19,17:54,Social,1.99,2.69,6.6
2022-10-19,14:54,Creative,1.0,1.0,2.18
2022-10-19,09:54,Creative,2.69,1.0,1.0
2022-10-19,14:54,Social,1.0,1.0,2.92
2022-10-20,16:53,Emotional,4.14,3.59,1.0
2022-10-20,19:53,Social,5.79,4.79,2.1
2022-10-20,11:53,Social,4.38,3.99,4.09
2022-10-20,10:53,Social,3.45,4.53,3.55
2022-10-20,21:53,Analytical,5.5,3.37,5.74
2022-10-20,13:53,Emotional,1.46,2.84,4.5
2022-10-20,12:53,Emotional,1.71,2.38,6.01
2022-10-21,07:28,Creative,6.15,5.12,5.81
2022-10-21,18:28,Social,5.18,5.14,8.28
2022-10-21,08:28,Creative,2.16,2.5,6.2
2022-10-22,21:19,Social,1.18,1.0,3.84
2022-10-22,21:19,Emotional,1.0,1.0,2.52
2022-10-22,15:19,Creative,3.23,2.43,3.84
2022-10-22,09:19,Creative,4.75,5.74,6.07
2022-10-22,15:19,Analytical,2.18,2.73,3.8
2022-10-22,23:19,Emotional,2.14,2.55,3.08
2022-10-23,13:20,Emotional,6.88,6.72,8.01
2022-10-23,14:20,Analytical,7.33,8.36,3.95
2022-10-23,11:20,Creative,5.31,6.16,8.55
2022-10-23,07:20,Creative,2.97,2.32,8.76
2022-10-23,15:20,Analytical,4.0,3.7,9.92
2022-10-24,14:00,Creative,2.45,1.73,3.13
2022-10-24,14:00,Analytical,3.53,2.19,4.4
2022-10-24,13:00,Creative,3.03,4.32,6.23
2022-10-24,09:00,Analytical,1.95,3.13,4.29
2022-10-25,16:25,Emotional,1.0,1.0,7.64
2022-10-25,07:25,Emotional,2.77,2.79,8.03
2022-10-25,09:25,Social,1.0,1.0,1.53
2022-10-25,14:25,Emotional,3.08,3.25,7.85
2022-10-25,06:25,Analytical,3.39,2.99,4.76
2022-10-26,12:42,Emotional,5.58,3.91,10.0
2022-10-26,10:42,Emotional,6.18,6.39,8.3
2022-10-26,05:42,Analytical,6.97,6.83,5.81
2022-10-26,17:42,Emotional,6.3,6.69,5.45
2022-10-26,11:42,Social,7.53,7.82,8.53
2022-10-27,18:48,Emotional,4.27,4.29,4.85
2022-10-27,14:48,Social,3.4,2.67,4.33
2022-10-27,12:48,Social,2.37,1.42,8.86
2022-10-27,15:48,Social,1.0,1.0,6.85
2022-10-28,13:02,Social,6.41,5.39,7.76
2022-10-28,11:02,Social,7.55,7.52,10.0
2022-10-28,14:02,Social,2.76,3.45,8.88
2022-10-28,14:02,Creative,6.68,6.48,5.97
2022-10-28,15:02,Social,6.01,6.83,7.75
2022-10-29,18:26,Analytical,8.97,7.95,7.46
2022-10-29,18:26,Creative,5.5,5.11,9.95
2022-10-29,14:26,Social,7.07,9.68,8.31
2022-10-29,15:26,Analytical,7.5,7.61,6.64
2022-10-30,07:44,Social,1.0,2.13,2.19
2022-10-30,12:44,Social,1.0,1.0,1.06
2022-10-30,17:44,Analytical,1.0,2.19,1.0
2022-10-30,09:44,Analytical,1.0,1.14,1.0
2022-10-31,11:36,Social,6.75,6.07,7.65
2022-10-31,20:36,Analytical,8.78,8.62,8.13
2022-10-31,11:36,Analytical,9.14,10.0,10.0
2022-10-31,09:36,Creative,5.11,5.69,8.88
2022-10-31,15:36,Analytical,8.73,8.33,9.48
2022-10-31,16:36,Creative,8.22,7.64,7.45
2022-10-31,08:36,Analytical,7.82,8.06,10.0
2022-11-01,17:37,Analytical,8.47,7.97,7.94
2022-11-01,13:37,Creative,8.13,9.3,7.25
2022-11-01,22:37,Social,6.36,6.55,5.07
2022-11-02,17:44,Emotional,3.39,4.14,6.7
2022-11-02,23:44,Creative,3.28,3.5,3.77
2022-11-02,15:44,Analytical,5.24,5.16,4.87
2022-11-02,16:44,Analytical,3.64,3.58,4.52
2022-11-03,08:10,Analytical,5.6,5.21,8.52
2022-11-03,16:10,Analytical,6.81,5.92,5.47
2022-11-03,20:10,Creative,3.14,2.81,9.33
2022-11-04,13:36,Analytical,3.64,4.0,5.54
2022-11-04,13:36,Social,2.1,1.24,2.05
2022-11-04,18:36,Creative,2.27,1.0,5.55
2022-11-05,14:49,Creative,8.28,8.43,3.96
2022-11-05,17:49,Analytical,4.74,4.28,4.75
2022-11-05,20:49,Creative,6.49,7.3,4.48
2022-11-05,08:49,Creative,6.29,7.82,10.0
2022-11-05,08:49,Emotional,9.5,8.6,10.0
2022-11-06,07:11,Emotional,1.85,1.26,5.22
2022-11-06,08:11,Emotional,1.51,1.91,1.93
2022-11-06,07:11,Analytical,2.52,3.81,4.46
2022-11-06,09:11,Creative,2.6,3.07,6.91
2022-11-06,18:11,Emotional,1.0,1.58,4.03
2022-11-07,15:13,Social,6.21,7.27,3.78
2022-11-07,14:13,Emotional,4.44,2.51,5.07
2022-11-07,19:13,Emotional,7.96,7.84,3.49
2022-11-07,13:13,Emotional,5.23,3.74,3.92
2022-11-07,01:13,Emotional,6.54,5.37,8.4
2022-11-07,18:13,Analytical,6.35,6.44,5.61
2022-11-07,10:13,Creative,7.12,7.9,6.84
2022-11-08,17:20,Creative,1.15,1.0,2.78
2022-11-08,19:20,Social,1.0,1.0,1.15
2022-11-08,22:20,Analytical,1.0,1.0,2.64
2022-11-08,10:20,Social,2.27,3.44,1.0
2022-11-09,10:32,Analytical,7.35,7.04,6.67
2022-11-09,16:32,Creative,3.56,3.7,6.1
2022-11-09,11:32,Social,2.69,3.3,8.16
2022-11-09,17:32,Emotional,4.66,6.02,5.09
2022-11-09,21:32,Social,6.2,3.98,10.0
2022-11-10,18:59,Emotional,4.72,4.43,1.0
2022-11-10,09:59,Creative,2.91,1.46,5.04
2022-11-10,17:59,Social,3.09,2.15,6.39
2022-11-10,20:59,Social,3.68,4.66,4.17
2022-11-10,12:59,Social,1.0,1.98,3.61
2022-11-10,07:59,Social,1.0,2.35,8.35
2022-11-11,16:02,Analytical,4.55,6.71,6.16
2022-11-11,16:02,Emotional,3.54,2.91,9.25
2022-11-11,09:02,Creative,2.94,3.68,4.86
2022-11-11,09:02,Emotional,3.42,4.45,5.22
2022-11-11,00:02,Creative,3.5,4.64,9.17
2022-11-11,12:02,Analytical,5.58,4.92,4.96
2022-11-11,20:02,Emotional,4.23,4.55,4.0
2022-11-12,17:07,Social,6.11,6.2,1.96
2022-11-12,12:07,Social,3.63,3.13,5.24
2022-11-12,15:07,Creative,7.86,8.1,3.71
2022-11-12,15:07,Analytical,5.86,5.51,6.04
2022-11-13,10:13,Creative,4.35,5.56,4.88
2022-11-13,19:13,Analytical,6.44,7.34,3.52
2022-11-13,20:13,Emotional,6.79,7.12,3.26
2022-11-13,08:13,Analytical,6.46,8.54,4.86
2022-11-14,06:08,Social,2.99,2.81,6.96
2022-11-14,09:08,Analytical,6.16,6.73,5.73
2022-11-14,08:08,Emotional,5.99,5.68,7.59
2022-11-14,08:08,Analytical,3.81,4.24,5.3
2022-11-14,11:08,Analytical,4.16,3.78,8.22
2022-11-14,04:08,Social,2.64,1.9,9.77
2022-11-14,08:08,Creative,5.21,2.82,4.4
2022-11-15,12:29,Emotional,1.0,1.0,1.0
2022-11-15,23:29,Social,2.91,1.76,5.0
2022-11-15,18:29,Social,1.0,1.08,4.05
2022-11-15,08:29,Emotional,5.36,6.78,6.45
2022-11-15,11:29,Creative,2.62,4.61,1.77
2022-11-15,09:29,Analytical,1.51,1.42,9.39
2022-11-16,14:39,Creative,2.1,1.91,1.81
2022-11-16,09:39,Social,3.82,4.77,6.27
2022-11-16,22:39,Social,1.46,1.0,2.1
2022-11-16,17:39,Emotional,2.53,1.45,2.34
2022-11-16,16:39,Social,1.76,1.28,3.61
2022-11-16,14:39,Emotional,3.1,3.18,4.11
2022-11-16,11:39,Social,2.67,1.68,4.9
2022-11-17,15:03,Social,5.95,4.44,8.95
2022-11-17,10:03,Creative,4.4,4.49,9.29
2022-11-17,21:03,Creative,7.11,7.14,6.24
2022-11-17,11:03,Social,7.14,7.82,5.72
2022-11-18,19:08,Social,3.08,1.01,6.37
2022-11-18,21:08,Creative,4.15,5.28,6.78
2022-11-18,10:08,Emotional,6.27,5.58,8.34
2022-11-18,22:08,Creative,3.48,4.26,3.14
2022-11-18,17:08,Analytical,5.12,3.14,5.53
2022-11-18,12:08,Analytical,5.43,4.91,3.96
2022-11-19,18:42,Analytical,4.07,3.96,3.01
2022-11-19,15:42,Emotional,2.36,5.0,6.3
2022-11-19,13:42,Analytical,4.54,4.98,4.32
2022-11-19,10:42,Creative,1.0,1.0,3.03
2022-11-19,08:42,Emotional,1.0,1.0,1.0
2022-11-20,13:02,Analytical,4.73,5.55,7.06
2022-11-20,14:02,Emotional,4.91,3.94,1.0
2022-11-20,09:02,Analytical,2.15,1.0,3.07
2022-11-20,22:02,Analytical,4.55,3.53,5.53
2022-11-21,16:07,Analytical,3.5,3.51,7.54
2022-11-21,15:07,Analytical,2.08,2.5,5.23
2022-11-21,17:07,Emotional,2.85,3.73,7.02
2022-11-22,11:09,Emotional,1.0,1.0,1.73
2022-11-22,17:09,Emotional,1.0,1.59,1.73
2022-11-22,09:09,Analytical,2.62,1.09,1.0
2022-11-22,15:09,Social,1.0,1.6,1.0
2022-11-22,08:09,Creative,1.0,1.0,1.0
2022-11-22,05:09,Social,1.0,1.0,3.34
2022-11-23,08:41,Emotional,1.0,1.63,5.95
2022-11-23,12:41,Creative,1.36,1.0,3.55
2022-11-23,21:41,Analytical,1.0,1.0,1.0
2022-11-23,09:41,Creative,2.35,1.97,2.98
2022-11-23,13:41,Creative,1.0,1.44,1.1
2022-11-23,12:41,Emotional,1.0,1.88,4.2
2022-11-24,12:44,Emotional,2.42,1.0,10.0
2022-11-24,17:44,Emotional,5.07,5.79,3.13
2022-11-24,21:44,Analytical,2.78,2.24,7.17
2022-11-24,20:44,Creative,2.84,2.06,3.7
2022-11-24,14:44,Analytical,4.63,6.23,7.7
2022-11-24,12:44,Social,3.59,3.33,1.0
2022-11-25,06:49,Creative,1.93,1.93,4.27
2022-11-25,15:49,Analytical,2.07,1.0,5.1
2022-11-25,21:49,Analytical,2.94,3.62,5.88
2022-11-26,17:00,Creative,8.72,8.31,8.18
2022-11-26,16:00,Creative,7.95,8.06,10.0
2022-11-26,09:00,Emotional,8.78,10.0,10.0
2022-11-26,18:00,Emotional,7.93,4.1,10.0
2022-11-26,09:00,Analytical,7.5,6.7,7.52
2022-11-26,12:00,Social,7.15,7.76,5.2
2022-11-27,23:32,Emotional,1.0,1.34,5.56
2022-11-27,22:32,Creative,3.12,2.33,2.35
2022-11-27,11:32,Social,1.4,1.64,7.28
2022-11-27,09:32,Emotional,1.0,1.0,1.64
2022-11-27,17:32,Social,1.0,1.97,5.4
2022-11-28,09:17,Social,3.01,3.93,3.02
2022-11-28,16:17,Emotional,1.69,3.87,3.49
2022-11-28,16:17,Analytical,3.94,3.95,1.0
2022-11-28,18:17,Social,1.0,1.0,6.09
2022-11-28,13:17,Analytical,4.02,4.93,2.01
2022-11-28,06:17,Creative,4.76,3.79,4.41
2022-11-29,07:38,Creative,9.3,9.12,10.0
2022-11-29,10:38,Emotional,8.26,6.91,9.74
2022-11-29,19:38,Creative,8.71,10.0,10.0
2022-11-29,19:38,Analytical,9.2,8.14,5.94
2022-11-29,14:38,Social,7.78,7.89,10.0
2022-11-29,21:38,Analytical,10.0,10.0,9.05
2022-11-29,18:38,Social,9.72,9.2,10.0
2022-11-30,20:43,Analytical,2.69,2.6,1.0
2022-11-30,08:43,Creative,2.18,3.02,2.72
2022-11-30,09:43,Social,1.35,2.14,1.91
2022-11-30,19:43,Creative,4.06,3.53,4.08
2022-11-30,18:43,Emotional,1.0,1.38,9.78
2022-11-30,08:43,Emotional,3.65,2.78,7.13
2022-12-01,22:10,Creative,1.27,2.65,5.7
2022-12-01,22:10,Analytical,1.0,1.0,5.98
2022-12-01,15:10,Social,1.98,1.0,2.82
2022-12-01,08:10,Creative,1.0,1.0,8.51
2022-12-01,22:10,Creative,2.96,5.15,5.85
2022-12-02,18:45,Analytical,7.3,9.28,7.34
2022-12-02,20:45,Analytical,5.48,6.51,9.5
2022-12-02,19:45,Social,4.54,3.82,6.87
2022-12-02,23:45,Creative,6.51,7.31,3.74
2022-12-03,10:07,Analytical,7.97,7.33,6.04
2022-12-03,17:07,Emotional,3.25,5.95,7.05
2022-12-03,12:07,Creative,3.33,4.19,8.11
2022-12-04,13:04,Analytical,5.46,6.3,4.65
2022-12-04,17:04,Social,4.5,2.49,3.65
2022-12-04,11:04,Emotional,7.95,9.59,6.43
2022-12-05,20:25,Creative,8.52,8.36,7.11
2022-12-05,15:25,Creative,6.11,5.99,7.17
2022-12-05,08:25,Analytical,8.25,8.4,9.02
2022-12-05,20:25,Emotional,7.58,7.97,5.66
2022-12-05,16:25,Creative,4.0,4.15,7.26
2022-12-05,13:25,Emotional,6.16,6.15,10.0
2022-12-06,23:55,Social,3.49,1.5,6.93
2022-12-06,13:55,Social,4.92,5.24,7.44
2022-12-06,19:55,Social,7.41,5.9,5.16
2022-12-06,08:55,Creative,6.13,6.9,10.0
2022-12-06,10:55,Creative,6.92,6.86,4.49
2022-12-06,18:55,Emotional,4.64,4.05,7.58
2022-12-07,12:56,Social,4.67,3.35,4.91
2022-12-07,12:56,Social,5.6,5.95,6.92
2022-12-07,18:56,Analytical,5.36,6.99,6.25
2022-12-08,18:24,Analytical,8.04,7.13,9.71
2022-12-08,00:24,Creative,4.46,4.28,8.8
2022-12-08,00:24,Analytical,6.58,5.65,10.0
2022-12-08,11:24,Creative,8.47,8.57,9.82
2022-12-08,16:24,Social,8.26,9.5,9.46
2022-12-08,15:24,Social,5.94,7.57,9.95
2022-12-09,19:49,Creative,1.05,1.0,4.85
2022-12-09,14:49,Analytical,2.26,3.84,3.37
2022-12-09,19:49,Emotional,1.0,1.9,5.91
2022-12-09,08:49,Emotional,2.19,2.87,3.98
2022-12-10,09:43,Social,5.65,6.82,6.72
2022-12-10,20:43,Social,5.05,6.4,1.0
2022-12-10,19:43,Emotional,8.38,6.68,4.22
2022-12-10,17:43,Social,5.24,5.1,7.48
2022-12-10,16:43,Analytical,4.22,4.48,4.31
2022-12-11,19:41,Social,5.94,5.87,6.79
2022-12-11,16:41,Creative,4.67,4.16,7.17
2022-12-11,10:41,Social,6.91,6.31,4.86
2022-12-11,17:41,Emotional,6.42,6.38,8.26
2022-12-12,16:15,Analytical,3.79,2.01,5.29
2022-12-12,09:15,Analytical,4.0,3.92,5.09
2022-12-12,09:15,Analytical,6.26,5.98,6.66
2022-12-12,20:15,Analytical,5.39,5.58,6.31
2022-12-12,22:15,Analytical,5.92,5.12,9.16
2022-12-12,21:15,Analytical,4.8,3.49,6.74
2022-12-13,19:55,Creative,1.0,1.67,8.76
2022-12-13,13:55,Social,1.0,1.33,1.0
2022-12-13,18:55,Analytical,2.98,2.1,3.09
2022-12-13,12:55,Social,1.0,1.73,6.35
2022-12-13,09:55,Emotional,1.84,1.0,7.52
2022-12-14,20:37,Social,1.49,1.0,5.23
2022-12-14,07:37,Emotional,1.0,1.99,3.55
2022-12-14,14:37,Emotional,3.52,4.93,1.89
2022-12-14,15:37,Emotional,1.77,1.69,7.39
2022-12-14,16:37,Social,1.63,1.04,5.27
2022-12-14,14:37,Analytical,2.25,2.4,1.21
2022-12-15,08:19,Analytical,8.23,6.88,5.1
2022-12-15,07:19,Creative,4.36,6.27,3.09
2022-12-15,18:19,Emotional,7.39,8.14,6.57
2022-12-15,17:19,Creative,2.93,3.5,4.29
2022-12-15,20:19,Creative,6.31,5.34,5.51
2022-12-15,19:19,Creative,3.58,2.59,7.22
2022-12-16,21:04,Analytical,1.97,3.18,1.0
2022-12-16,22:04,Creative,2.26,4.77,1.74
2022-12-16,21:04,Creative,3.51,3.24,1.0
2022-12-16,21:04,Emotional,1.0,2.05,1.0
2022-12-16,14:04,Social,1.0,1.59,2.65
2022-12-16,16:04,Analytical,2.04,2.28,3.6
2022-12-16,13:04,Analytical,1.0,1.23,1.0
2022-12-17,18:42,Emotional,4.19,3.56,6.32
2022-12-17,11:42,Emotional,1.91,2.11,3.07
2022-12-17,12:42,Analytical,1.24,1.0,1.95
2022-12-17,08:42,Analytical,2.28,2.49,6.08
2022-12-17,19:42,Analytical,2.09,1.21,1.17
2022-12-17,10:42,Analytical,3.48,4.86,6.59
2022-12-17,08:42,Social,3.33,3.96,7.46
2022-12-18,11:43,Social,2.82,3.47,3.75
2022-12-18,18:43,Creative,1.0,1.0,4.37
2022-12-18,14:43,Creative,2.42,4.34,4.55
2022-12-19,13:07,Creative,5.12,4.68,4.34
2022-12-19,19:07,Emotional,1.36,1.0,6.01
2022-12-19,08:07,Emotional,3.36,4.31,5.32
2022-12-19,09:07,Creative,2.82,4.97,4.77
2022-12-19,07:07,Analytical,5.6,5.19,6.38
2022-12-20,22:43,Analytical,3.73,3.94,1.0
2022-12-20,11:43,Creative,1.87,3.1,4.49
2022-12-20,17:43,Emotional,2.51,1.0,2.0
2022-12-21,10:17,Analytical,6.41,6.82,9.15
2022-12-21,23:17,Emotional,5.07,5.48,6.75
2022-12-21,14:17,Social,3.81,1.56,7.58
2022-12-21,11:17,Social,5.55,4.93,3.48
2022-12-22,17:58,Analytical,4.53,4.27,5.43
2022-12-22,19:58,Analytical,6.38,4.24,2.92
2022-12-22,10:58,Social,2.77,4.23,1.05
2022-12-23,15:14,Social,4.21,4.35,3.11
2022-12-23,10:14,Creative,1.01,1.0,5.4
2022-12-23,14:14,Analytical,1.0,1.35,2.53
2022-12-23,10:14,Analytical,1.0,3.59,4.14
2022-12-23,08:14,Emotional,2.23,3.37,1.0
2022-12-23,16:14,Social,3.94,1.43,1.76
2022-12-24,07:53,Creative,5.09,5.67,7.16
2022-12-24,15:53,Analytical,6.03,6.01,4.76
2022-12-24,13:53,Analytical,4.03,4.76,8.11
2022-12-24,07:53,Creative,8.15,7.36,8.11
2022-12-24,13:53,Emotional,5.35,6.54,8.76
2022-12-24,10:53,Creative,6.09,5.75,8.64
2022-12-24,07:53,Emotional,6.75,6.06,4.06
2022-12-25,16:42,Analytical,5.17,6.68,8.78
2022-12-25,13:42,Emotional,3.43,2.26,9.04
2022-12-25,17:42,Social,3.4,3.91,5.26
2022-12-25,15:42,Analytical,8.03,7.26,8.78
2022-12-26,17:43,Social,5.97,6.22,2.42
2022-12-26,23:43,Social,2.39,2.17,6.85
2022-12-26,20:43,Creative,4.0,2.91,7.48
2022-12-26,16:43,Creative,6.53,6.4,7.92
2022-12-26,14:43,Emotional,3.93,3.57,9.66
2022-12-27,08:30,Emotional,4.65,4.77,10.0
2022-12-27,10:30,Creative,2.44,3.24,8.81
2022-12-27,20:30,Social,4.06,4.92,3.52
2022-12-27,19:30,Social,3.51,3.9,7.08
2022-12-27,13:30,Emotional,6.23,7.8,5.35
2022-12-27,08:30,Social,6.33,5.99,7.28
2022-12-28,14:18,Emotional,6.85,7.29,8.97
2022-12-28,19:18,Analytical,4.63,3.5,8.33
2022-12-28,22:18,Creative,4.0,4.83,9.86
2022-12-28,09:18,Emotional,7.02,5.9,10.0
2022-12-28,21:18,Emotional,9.59,9.74,9.14
2022-12-28,19:18,Social,6.84,7.37,7.88
2022-12-29,09:12,Creative,7.85,8.76,10.0
2022-12-29,16:12,Social,5.8,5.7,6.19
2022-12-29,11:12,Emotional,10.0,9.41,5.66
2022-12-30,11:43,Creative,2.67,4.42,5.04
2022-12-30,20:43,Emotional,2.02,2.43,6.54
2022-12-30,13:43,Emotional,1.0,1.0,2.8
2022-12-30,12:43,Analytical,1.0,1.0,5.93
2022-12-31,08:04,Emotional,8.09,8.74,8.38
2022-12-31,14:04,Social,8.03,7.23,7.47
2022-12-31,18:04,Creative,7.53,7.81,8.73
2022-12-31,10:04,Social,7.04,6.66,10.0
2022-12-31,17:04,Creative,8.6,9.02,7.62
2023-01-01,13:41,Analytical,5.1,4.97,6.47
2023-01-01,15:41,Analytical,2.96,1.39,4.61
2023-01-01,20:41,Social,5.59,5.35,8.84
2023-01-01,17:41,Emotional,3.06,2.31,8.92
2023-01-01,13:41,Creative,5.48,6.36,9.98
2023-01-01,08:41,Social,4.24,4.14,5.34
2023-01-01,22:41,Analytical,2.85,2.54,7.64
2023-01-02,21:12,Analytical,7.48,8.1,6.62
2023-01-02,11:12,Social,5.19,6.46,6.38
2023-01-02,13:12,Emotional,6.61,6.77,10.0
2023-01-02,20:12,Creative,7.63,6.33,4.99
2023-01-02,08:12,Emotional,7.04,6.97,6.46
2023-01-03,09:17,Social,3.51,3.7,2.76
2023-01-03,18:17,Creative,3.16,2.78,5.8
2023-01-03,21:17,Analytical,1.31,1.96,5.53
2023-01-04,08:11,Emotional,1.27,1.0,7.94
2023-01-04,07:11,Analytical,5.57,5.4,4.19
2023-01-04,22:11,Analytical,5.27,6.45,3.33
2023-01-04,20:11,Emotional,1.53,1.76,6.92
2023-01-04,15:11,Emotional,2.89,3.57,4.24
2023-01-04,18:11,Social,1.0,1.0,5.79
2023-01-04,09:11,Emotional,2.92,1.76,2.03
2023-01-05,06:46,Social,2.07,2.96,6.93
2023-01-05,14:46,Social,4.62,3.8,2.11
2023-01-05,20:46,Analytical,4.08,4.72,5.22
2023-01-05,16:46,Analytical,1.0,1.0,4.36
2023-01-05,05:46,Creative,3.57,4.34,4.71
2023-01-05,06:46,Analytical,3.83,3.92,5.79
2023-01-06,10:24,Emotional,6.31,6.37,6.17
2023-01-06,20:24,Creative,5.96,6.44,7.24
2023-01-06,12:24,Analytical,6.91,8.25,7.24
2023-01-06,13:24,Emotional,4.86,5.75,3.98
2023-01-07,06:26,Analytical,5.84,6.18,8.77
2023-01-07,14:26,Analytical,5.6,5.22,6.53
2023-01-07,09:26,Analytical,6.74,7.68,9.15
2023-01-07,15:26,Analytical,7.44,6.89,5.04
2023-01-07,14:26,Emotional,9.1,9.69,6.33
2023-01-07,18:26,Emotional,8.05,7.98,7.17
2023-01-07,11:26,Creative,7.62,6.88,7.05
2023-01-08,21:27,Analytical,7.75,7.25,9.95
2023-01-08,11:27,Emotional,9.87,9.12,5.28
2023-01-08,11:27,Social,4.07,3.92,7.28
2023-01-08,21:27,Analytical,7.88,8.01,5.4
